,genes,cluster,hierachical_cluster
0,NTNG1,black,3
1,EVI5,black,3
2,DUSP6,black,3
3,C3orf70,black,3
4,GNAQ,black,3
5,PDE4D,black,3
6,AHR,black,3
7,COL1A2,black,3
8,GINM1,black,3
9,COPS7A,black,3
10,DYNLT3,black,3
11,LBH,black,3
12,UBE2Q2,black,3
13,FNDC3B,black,3
14,GNS,black,3
15,SLC4A4,black,3
16,PDE4DIP,black,3
17,PRKAA1,black,3
18,RAB1A,black,3
19,NDUFA10,black,3
20,NCOA7,black,3
21,SLC46A3,black,3
22,MYO9A,black,3
23,SH3GL2,black,3
24,SP100,black,3
25,CORO2B,black,3
26,COQ10B,black,3
27,FIBP,black,3
28,PRRG4,black,3
29,HS3ST4,black,3
30,ITGB8,black,3
31,RAI2,black,3
32,NTRK2,black,3
33,EMC7,black,3
34,SNX17,black,3
35,CD164,black,3
36,GOLGA1,black,3
37,YPEL2,black,3
38,ITSN2,black,3
39,FAM81A,black,3
40,HES1,black,3
41,TANC1,black,3
42,TMCC1,black,3
43,BCL3,black,3
44,ATP1B1,black,3
45,AGFG1,black,3
46,CNEP1R1,black,3
47,UBE2Z,black,3
48,RTN3,black,3
49,FAR1,black,3
50,CDC37L1,black,3
51,KLHL20,black,3
52,ELOVL4,black,3
53,MFF,black,3
54,NR4A2,black,3
55,KLF4,black,3
56,MEMO1,black,3
57,EVI5L,black,3
58,SORBS2,black,3
59,CAB39L,black,3
60,ST3GAL1,black,3
61,PCMT1,black,3
62,KIF1B,black,3
63,PLEKHB2,black,3
64,DLX1,black,3
65,EPHA5,black,3
66,SPRYD3,black,3
67,KLHL2,black,3
68,PRKCE,black,3
69,BACE1,black,3
70,CRIM1,black,3
71,HCN2,black,3
72,PAG1,black,3
73,KIF5A,black,3
74,YIPF4,black,3
75,TMF1,black,3
76,FBXO32,black,3
77,SLC40A1,black,3
78,SV2A,black,3
79,RAB22A,black,3
80,TM2D1,black,3
81,RTN1,black,3
82,MAPK8,black,3
83,PPP1R13B,black,3
84,EPHX4,black,3
85,TNPO2,black,3
86,CCND1,black,3
87,MGAT4A,black,3
88,SOSTDC1,black,3
89,SYT1,black,3
90,TMEM74B,black,3
91,SEMA3D,black,3
92,SLC20A2,black,3
93,TTPAL,black,3
94,ZNF597,black,3
95,CDK5RAP3,black,3
96,ARHGEF11,black,3
97,PLXNA3,black,3
98,PRDM11,black,3
99,KDSR,black,3
100,LPGAT1,black,3
101,CEP85L,black,3
102,RNF180,black,3
103,RAB21,black,3
104,ADAM19,black,3
105,LYPD6,black,3
106,SOX1,black,3
107,QKI,black,3
108,FAM8A1,black,3
109,SMIM14,black,3
110,BTBD10,black,3
111,NPAS2,black,3
112,SORT1,black,3
113,TMEM167A,black,3
114,NLK,black,3
115,SGK3,black,3
116,LPP,black,3
117,FAM102A,black,3
118,BSDC1,black,3
119,TRIM2,black,3
120,FAM91A1,black,3
121,SCN2A,black,3
122,MFAP3L,black,3
123,MYEF2,black,3
124,DKK3,black,3
125,RAB27B,black,3
126,STARD13,black,3
127,GRIN2B,black,3
128,PTGER4,black,3
129,ERGIC2,black,3
130,ADAMTSL5,black,3
131,AKAP11,black,3
132,ODF2L,black,3
133,NEGR1,black,3
134,SLC9A6,black,3
135,UBE2W,black,3
136,LIMA1,black,3
137,TUSC2,black,3
138,PLXNC1,black,3
139,NUDT4,black,3
140,SOX6,black,3
141,ST3GAL5,black,3
142,ERAP1,black,3
143,KIAA0513,black,3
144,GOLGA8A,black,3
145,MBOAT2,black,3
146,SLC12A2,black,3
147,DST,black,3
148,ATG2B,black,3
149,MMP16,black,3
150,ABCA1,black,3
151,LGALSL,black,3
152,ZER1,black,3
153,CDYL2,black,3
154,ZNF506,black,3
155,PTPRR,black,3
156,ZMYND11,black,3
157,SNCA,black,3
158,C20orf194,black,3
159,DOCK10,black,3
160,FNIP1,black,3
161,PRICKLE2,black,3
162,ARAP2,black,3
163,REEP5,black,3
164,TMEM30A,black,3
165,FGL2,black,3
166,PI15,black,3
167,FAM168A,black,3
168,SKIDA1,black,3
169,FRMD6,black,3
170,BICD1,black,3
171,KCNQ2,black,3
172,FNBP1L,black,3
173,IRAK4,black,3
174,MARK1,black,3
175,TWF1,black,3
176,ATG14,black,3
177,PCDHA4,black,3
178,AQP11,black,3
179,OTUD1,black,3
180,HMBOX1,black,3
181,GOLGA3,black,3
182,COL19A1,black,3
183,ORAI3,black,3
184,KCNJ2,black,3
185,EPB41L1,black,3
186,SLC9A2,black,3
187,ZSWIM8,black,3
188,REV3L,black,3
189,RNF11,black,3
190,MSRB3,black,3
191,UEVLD,black,3
192,POU6F1,black,3
193,RAB5A,black,3
194,SEC62,black,3
195,PON2,black,3
196,DERL2,black,3
197,SOGA1,black,3
198,MAPRE3,black,3
199,TMEM25,black,3
200,UBE2A,black,3
201,GPR137C,black,3
202,ANKRA2,black,3
203,SNAP91,black,3
204,PPP3R1,black,3
205,DNAJB12,black,3
206,SEMA3A,black,3
207,MAP3K1,black,3
208,KLHL13,black,3
209,CYP2U1,black,3
210,PITPNA,black,3
211,P2RX4,black,3
212,SYBU,black,3
213,PXDN,black,3
214,MMP24,black,3
215,PITPNM2,black,3
216,COL12A1,black,3
217,IL6ST,black,3
218,PLSCR4,black,3
219,RASA2,black,3
220,SPOCK2,black,3
221,OSTM1,black,3
222,SLC8A1,black,3
223,NBL1,black,3
224,DPYSL2,black,3
225,TEX2,black,3
226,PDE8A,black,3
227,DOCK5,black,3
228,EPG5,black,3
229,RGS4,black,3
230,WDR37,black,3
231,PEAK1,black,3
232,PLXDC2,black,3
233,TULP4,black,3
234,PPARA,black,3
235,RNF13,black,3
236,FAM114A1,black,3
237,KIF5C,black,3
238,DNAJB9,black,3
239,DNM3,black,3
240,PLEKHA3,black,3
241,SLC35F1,black,3
242,IGSF3,black,3
243,PCDHA5,black,3
244,MKRN1,black,3
245,ZBTB38,black,3
246,SECISBP2L,black,3
247,SLITRK3,black,3
248,LONP2,black,3
249,CADM2,black,3
250,TBC1D25,black,3
251,ANKIB1,black,3
252,RNF125,black,3
253,ROCK2,black,3
254,PLXNA4,black,3
255,AXL,black,3
256,ZNF804A,black,3
257,FIBIN,black,3
258,SCARB2,black,3
259,RBMS1,black,3
260,CAMTA1,black,3
261,GNG12,black,3
262,FAM177A1,black,3
263,SLC25A45,black,3
264,STAM2,black,3
265,SQSTM1,black,3
266,SMAP2,black,3
267,KCNB1,black,3
268,ATXN1,black,3
269,SAR1B,black,3
270,SLC1A2,black,3
271,MORC3,black,3
272,RGMB,black,3
273,EIF4G3,black,3
274,RGS17,black,3
275,PNRC1,black,3
276,PTPDC1,black,3
277,FBXW7,black,3
278,FCGRT,black,3
279,PRUNE2,black,3
280,NAPB,black,3
281,ANKRD13C,black,3
282,MOSPD2,black,3
283,ITGA6,black,3
284,PTPN3,black,3
285,CREBRF,black,3
286,SLC17A7,black,3
287,THBS1,black,3
288,ZDHHC9,black,3
289,TMED5,black,3
290,CERCAM,black,3
291,REEP3,black,3
292,TLL1,black,3
293,L3MBTL1,black,3
294,TRAM2,black,3
295,ZBTB47,black,3
296,C2CD4C,black,3
297,MAP7D1,black,3
298,ABCG4,black,3
299,DYNC1LI2,black,3
300,AGO3,black,3
301,RNF103,black,3
302,SMIM13,black,3
303,PLEKHA1,black,3
304,CAPRIN2,black,3
305,CPEB4,black,3
306,TMEM65,black,3
307,TRIM3,black,3
308,TNRC6B,black,3
309,TMEM192,black,3
310,TPRG1L,black,3
311,RHOC,black,3
312,TUSC3,black,3
313,TMEM64,black,3
314,KAT2B,black,3
315,MFN1,black,3
316,TBCEL,black,3
317,JAK1,black,3
318,ZNF512B,black,3
319,IFIT2,black,3
320,RPS6KA3,black,3
321,PRSS23,black,3
322,GNB5,black,3
323,SYT11,black,3
324,NKIRAS1,black,3
325,HDAC9,black,3
326,GOLT1B,black,3
327,ZNF638,black,3
328,SNX3,black,3
329,PCGF5,black,3
330,LRFN5,black,3
331,BNIP3L,black,3
332,ITGAV,black,3
333,TSC1,black,3
334,RAB5B,black,3
335,CPEB2,black,3
336,ZNF622,black,3
337,PCYOX1,black,3
338,SAMD4A,black,3
339,CYBRD1,black,3
340,RIMS3,black,3
341,NECAP1,black,3
342,STRIP1,black,3
343,DENND1B,black,3
344,TMEM229A,black,3
345,SRGAP1,black,3
346,PPP1R2,black,3
347,ANKRD50,black,3
348,EEA1,black,3
349,ATP1A1,black,3
350,COL4A1,black,3
351,ADAMTSL3,black,3
352,PURA,black,3
353,POSTN,black,3
354,TM2D2,black,3
355,RBMS3,black,3
356,IRF2,black,3
357,TMEM127,black,3
358,RUFY2,black,3
359,RUNX1,black,3
360,NABP1,black,3
361,CTSA,black,3
362,TGFBR2,black,3
363,PPP1R1C,black,3
364,BMPR2,black,3
365,SMARCA2,black,3
366,TGFB1I1,black,3
367,TACC1,black,3
368,PPCS,black,3
369,EXOC8,black,3
370,ZNF512,black,3
371,COL27A1,black,3
372,PGM2L1,black,3
373,BNC2,black,3
374,FST,black,3
375,ACBD5,black,3
376,DAD1,black,3
377,SH3D19,black,3
378,EXT2,black,3
379,STRN3,black,3
380,ITPRIPL2,black,3
381,CPEB3,black,3
382,RAP1A,black,3
383,CTSS,black,3
384,STAT3,black,3
385,PCMTD1,black,3
386,CREB5,black,3
387,SLC33A1,black,3
388,LNPEP,black,3
389,ARHGAP20,black,3
390,ZMAT3,black,3
391,SLC44A5,black,3
392,GLT1D1,black,3
393,XKR4,black,3
394,RNF150,black,3
395,TRDN,black,3
396,RFX3,black,3
397,DSTYK,black,3
398,DAAM2,black,3
399,HDAC4,black,3
400,SLC25A16,black,3
401,FAM3C,black,3
402,PACS1,black,3
403,RNF145,black,3
404,BAMBI,black,3
405,DOCK3,black,3
406,NPAS3,black,3
407,RNF19A,black,3
408,LDLRAD4,black,3
409,DCTN6,black,3
410,SPOCK1,black,3
411,RAB18,black,3
412,UBL3,black,3
413,GPR137B,black,3
414,ESR1,black,3
415,MAN1A2,black,3
416,EML6,black,3
417,DRD1,black,3
418,AAK1,black,3
419,FAM160B1,black,3
420,TM2D3,black,3
421,LTBP3,black,3
422,APP,black,3
423,RRAGD,black,3
424,TAOK3,black,3
425,USP6NL,black,3
426,TRAK2,black,3
427,ADAM10,black,3
428,KIF3A,black,3
429,SH3PXD2A,black,3
430,DTNA,black,3
431,FBRS,black,3
432,SPRED1,black,3
433,YIPF6,black,3
434,DAB2,black,3
435,KATNAL1,black,3
436,MMP2,black,3
437,MYO5A,black,3
438,MEIS1,black,3
439,KDELR2,black,3
440,MEF2D,cyan,3
441,MSANTD4,cyan,3
442,DCAF7,cyan,3
443,MMP24,cyan,3
444,ELAVL2,cyan,3
445,EVI5,cyan,3
446,NDUFS4,cyan,3
447,SPOCK2,cyan,3
448,ZNF711,cyan,3
449,SIPA1L2,cyan,3
450,COL1A2,cyan,3
451,SPAG9,cyan,3
452,DYNLT3,cyan,3
453,BSDC1,cyan,3
454,ASTN1,cyan,3
455,RARB,cyan,3
456,EPG5,cyan,3
457,TTC14,cyan,3
458,ITGAV,cyan,3
459,TNS3,cyan,3
460,COG3,cyan,3
461,TSC1,cyan,3
462,MAFB,cyan,3
463,DIP2B,cyan,3
464,TMED7,cyan,3
465,TTBK2,cyan,3
466,RAB1A,cyan,3
467,JOSD1,cyan,3
468,CPEB2,cyan,3
469,LONRF2,cyan,3
470,ATP8A1,cyan,3
471,ERGIC2,cyan,3
472,CRAT,cyan,3
473,TULP4,cyan,3
474,AKAP11,cyan,3
475,YWHAG,cyan,3
476,HSPA5,cyan,3
477,SOBP,cyan,3
478,ZNF284,cyan,3
479,ITGA11,cyan,3
480,ZCCHC24,cyan,3
481,KDM3A,cyan,3
482,NECAP1,cyan,3
483,FBXL2,cyan,3
484,KLF9,cyan,3
485,PHYHIPL,cyan,3
486,SYNJ1,cyan,3
487,CXCL12,cyan,3
488,RNF13,cyan,3
489,LRCH1,cyan,3
490,SOX6,cyan,3
491,NCAN,cyan,3
492,TRAPPC2,cyan,3
493,FNIP2,cyan,3
494,GOLGA8A,cyan,3
495,TNS1,cyan,3
496,DNAJB9,cyan,3
497,SLC16A14,cyan,3
498,SLC12A2,cyan,3
499,GOLGA1,cyan,3
500,MEGF9,cyan,3
501,LIMCH1,cyan,3
502,SECISBP2L,cyan,3
503,BSN,cyan,3
504,RAB14,cyan,3
505,MAST4,cyan,3
506,RECK,cyan,3
507,PURA,cyan,3
508,PBLD,cyan,3
509,PIP5K1C,cyan,3
510,GLS,cyan,3
511,CNTN1,cyan,3
512,TMEM170B,cyan,3
513,CLCN5,cyan,3
514,PTPRM,cyan,3
515,DOCK10,cyan,3
516,CD47,cyan,3
517,FNIP1,cyan,3
518,ATP1B1,cyan,3
519,AGFG1,cyan,3
520,UNC13C,cyan,3
521,RFTN1,cyan,3
522,SMARCA2,cyan,3
523,BMPR2,cyan,3
524,NRXN1,cyan,3
525,PPCS,cyan,3
526,SLC12A5,cyan,3
527,PRDX5,cyan,3
528,BNC2,cyan,3
529,KLF4,cyan,3
530,COL5A1,cyan,3
531,ATP7A,cyan,3
532,TGFB2,cyan,3
533,ATG12,cyan,3
534,PCDH9,cyan,3
535,FNBP1L,cyan,3
536,TTLL7,cyan,3
537,MEF2C,cyan,3
538,ATXN1,cyan,3
539,SSR1,cyan,3
540,ITPRIPL2,cyan,3
541,CPEB3,cyan,3
542,MORC3,cyan,3
543,RAP1A,cyan,3
544,MARK1,cyan,3
545,ZFHX3,cyan,3
546,PCMTD1,cyan,3
547,CDK5R1,cyan,3
548,NCOA2,cyan,3
549,PRKCE,cyan,3
550,EIF4G3,cyan,3
551,WWTR1,cyan,3
552,MYT1L,cyan,3
553,IKBIP,cyan,3
554,NEK6,cyan,3
555,PREPL,cyan,3
556,CLDND1,cyan,3
557,FBXW7,cyan,3
558,CYP26B1,cyan,3
559,NBPF20,cyan,3
560,HCN2,cyan,3
561,GOLGA3,cyan,3
562,PPP1R37,cyan,3
563,SCD5,cyan,3
564,HDAC4,cyan,3
565,OSBPL6,cyan,3
566,SLC25A16,cyan,3
567,PTPRA,cyan,3
568,ZDHHC11B,cyan,3
569,NPAS3,cyan,3
570,CCSER2,cyan,3
571,YIPF4,cyan,3
572,TMF1,cyan,3
573,CREBRF,cyan,3
574,REV3L,cyan,3
575,ZNF655,cyan,3
576,CIAO1,cyan,3
577,ANK2,cyan,3
578,VPS8,cyan,3
579,ZNF385D,cyan,3
580,KCTD20,cyan,3
581,DUSP3,cyan,3
582,FAM214A,cyan,3
583,EIF1,cyan,3
584,TRAM2,cyan,3
585,MAN1A2,cyan,3
586,MAP7D1,cyan,3
587,MAP1B,cyan,3
588,TAPT1,cyan,3
589,RIMS1,cyan,3
590,MGAT4A,cyan,3
591,SLC39A9,cyan,3
592,FAM160B1,cyan,3
593,HIPK3,cyan,3
594,MBNL1,cyan,3
595,USP38,cyan,3
596,SYT1,cyan,3
597,CCDC85A,cyan,3
598,NRP1,cyan,3
599,LCOR,cyan,3
600,MAP3K2,cyan,3
601,GPR137C,cyan,3
602,PLEKHA1,cyan,3
603,VPS33B,cyan,3
604,CPEB4,cyan,3
605,SERTAD2,cyan,3
606,RABGAP1,cyan,3
607,SNAP91,cyan,3
608,COBLL1,cyan,3
609,ARMCX3,cyan,3
610,DNAJB12,cyan,3
611,KIF3A,cyan,3
612,SH3PXD2A,cyan,3
613,TNFSF4,cyan,3
614,LPGAT1,cyan,3
615,CEP85L,cyan,3
616,CLASP2,cyan,3
617,ANKS1B,cyan,3
618,KAT2B,cyan,3
619,RNF141,cyan,3
620,FAM126B,cyan,3
621,DAB2,cyan,3
622,CDK17,cyan,3
623,KATNAL1,cyan,3
624,KLF12,cyan,3
625,MYO5A,cyan,3
626,LMBR1L,cyan,3
627,SYBU,cyan,3
628,PEX5L,red,4
629,NTNG1,red,4
630,DCAF7,red,4
631,EVI5,red,4
632,TPPP,red,4
633,RICTOR,red,4
634,PDE4D,red,4
635,COL1A2,red,4
636,ADPGK,red,4
637,DYNLT3,red,4
638,GNE,red,4
639,FNDC3B,red,4
640,SLCO5A1,red,4
641,SNAP25,red,4
642,MMP15,red,4
643,FN1,red,4
644,PRKAA1,red,4
645,RAB1A,red,4
646,GABRB3,red,4
647,PLEKHA2,red,4
648,KITLG,red,4
649,CYFIP2,red,4
650,HIVEP2,red,4
651,ITGB1,red,4
652,ADAMTS5,red,4
653,FAM102B,red,4
654,LRCH1,red,4
655,NCDN,red,4
656,GFM1,red,4
657,MAML2,red,4
658,FNIP2,red,4
659,CD164,red,4
660,RFFL,red,4
661,XIAP,red,4
662,GOLGA1,red,4
663,UBE2D2,red,4
664,ITSN2,red,4
665,ABLIM3,red,4
666,SCML1,red,4
667,SLC4A7,red,4
668,TMCC1,red,4
669,KBTBD2,red,4
670,ATP1B1,red,4
671,UNC13C,red,4
672,UBE2Z,red,4
673,KLF4,red,4
674,DUSP1,red,4
675,SSR1,red,4
676,PLEKHB2,red,4
677,SAT1,red,4
678,ATL1,red,4
679,PRKCE,red,4
680,MTMR7,red,4
681,CRIM1,red,4
682,IFFO2,red,4
683,PPM1K,red,4
684,NBPF20,red,4
685,HCN2,red,4
686,APOL6,red,4
687,GRIK2,red,4
688,PAG1,red,4
689,PCSK2,red,4
690,PLP1,red,4
691,HECA,red,4
692,YIPF4,red,4
693,ADCY7,red,4
694,TMEM87A,red,4
695,TTC7B,red,4
696,MAPK8,red,4
697,TBRG1,red,4
698,TNPO2,red,4
699,XK,red,4
700,CAMK4,red,4
701,MGAT4A,red,4
702,MMP14,red,4
703,GABARAPL1,red,4
704,RAPGEF6,red,4
705,GAPVD1,red,4
706,SYT1,red,4
707,BNIP2,red,4
708,TNIK,red,4
709,YWHAH,red,4
710,LPGAT1,red,4
711,CEP85L,red,4
712,ANKS1B,red,4
713,RNF180,red,4
714,ANXA2,red,4
715,OSBPL3,red,4
716,NEFH,red,4
717,BDNF,red,4
718,EDEM1,red,4
719,QKI,red,4
720,WDR82,red,4
721,SMIM14,red,4
722,RGS10,red,4
723,CNIH1,red,4
724,RUNX1T1,red,4
725,POLK,red,4
726,CNR1,red,4
727,NLK,red,4
728,SGK3,red,4
729,FAM102A,red,4
730,PMEPA1,red,4
731,TRIM2,red,4
732,FAM91A1,red,4
733,DGKH,red,4
734,MFAP3L,red,4
735,RAB2A,red,4
736,LRP1B,red,4
737,FOXO1,red,4
738,DKK3,red,4
739,PTGER4,red,4
740,ERGIC2,red,4
741,PITPNC1,red,4
742,NFIA,red,4
743,ZC2HC1A,red,4
744,AKAP11,red,4
745,HSPA5,red,4
746,POU2F2,red,4
747,CLVS2,red,4
748,UBE2W,red,4
749,BCL2,red,4
750,ETV5,red,4
751,AP1S2,red,4
752,SRPK2,red,4
753,FOXO3,red,4
754,SLC7A6,red,4
755,GRM5,red,4
756,GOLGA8A,red,4
757,SLC12A2,red,4
758,ARF4,red,4
759,VDAC2,red,4
760,MTDH,red,4
761,NR3C1,red,4
762,DCLK1,red,4
763,FNIP1,red,4
764,UBE2H,red,4
765,RHBDF1,red,4
766,ST7,red,4
767,ELK3,red,4
768,FAM168A,red,4
769,BICD1,red,4
770,ATP7A,red,4
771,PDE4B,red,4
772,MARK1,red,4
773,C6orf62,red,4
774,TWF1,red,4
775,BICC1,red,4
776,UGT8,red,4
777,TSHZ1,red,4
778,ARHGEF3,red,4
779,DGKE,red,4
780,CLCN3,red,4
781,HMBOX1,red,4
782,GOLGA3,red,4
783,BEGAIN,red,4
784,PDCD4,red,4
785,EPB41L1,red,4
786,KLHL24,red,4
787,SCN9A,red,4
788,FAM217B,red,4
789,MYLIP,red,4
790,RAB5A,red,4
791,JMY,red,4
792,RAI14,red,4
793,CDH13,red,4
794,MYL12B,red,4
795,SEC62,red,4
796,SOCS2,red,4
797,SLC39A9,red,4
798,HIPK3,red,4
799,MBNL1,red,4
800,SKAP2,red,4
801,NCR3LG1,red,4
802,USP38,red,4
803,STOX2,red,4
804,GPR137C,red,4
805,TBL1XR1,red,4
806,CBL,red,4
807,LRP11,red,4
808,SNAP91,red,4
809,DNAJB12,red,4
810,BICD2,red,4
811,TIMP3,red,4
812,CNOT6L,red,4
813,SEC63,red,4
814,PITPNM2,red,4
815,MITF,red,4
816,CTDSPL,red,4
817,COL12A1,red,4
818,BBC3,red,4
819,SLC8A1,red,4
820,DNAJC6,red,4
821,KPNA5,red,4
822,TEX2,red,4
823,DNAJC30,red,4
824,PDE8A,red,4
825,DOCK5,red,4
826,EPG5,red,4
827,RND3,red,4
828,DIP2B,red,4
829,ATRNL1,red,4
830,ERP44,red,4
831,RNF13,red,4
832,NFATC2,red,4
833,FAM114A1,red,4
834,DNAJB9,red,4
835,SULT4A1,red,4
836,P4HA2,red,4
837,DAB1,red,4
838,MAST4,red,4
839,EFNA3,red,4
840,ANKIB1,red,4
841,PRKCI,red,4
842,ZNF804A,red,4
843,NMNAT2,red,4
844,CDK6,red,4
845,ZNFX1,red,4
846,ATXN1,red,4
847,MXD1,red,4
848,SAR1B,red,4
849,HSPA4L,red,4
850,MORC3,red,4
851,PPM1H,red,4
852,RASAL2,red,4
853,EIF4G3,red,4
854,ACOX1,red,4
855,NDFIP1,red,4
856,PTPDC1,red,4
857,FBXW7,red,4
858,MYCBP2,red,4
859,KLF7,red,4
860,TSHZ3,red,4
861,FCHO2,red,4
862,OAZ3,red,4
863,APC,red,4
864,SPATA18,red,4
865,ADAMTS17,red,4
866,SPRY2,red,4
867,DYNC1I1,red,4
868,GRM4,red,4
869,SPTBN1,red,4
870,ATP2A2,red,4
871,TRAM2,red,4
872,CAMTA2,red,4
873,AGO3,red,4
874,AJAP1,red,4
875,NRP1,red,4
876,SGMS1,red,4
877,SMIM13,red,4
878,PLEKHA1,red,4
879,TMEM144,red,4
880,SPOCK3,red,4
881,TMEM64,red,4
882,SEMA6D,red,4
883,KAT2B,red,4
884,ACOT7,red,4
885,GDAP1,red,4
886,KLF12,red,4
887,ZNF827,red,4
888,IFIT2,red,4
889,MEF2D,red,4
890,PHLDA1,red,4
891,NEFM,red,4
892,FOS,red,4
893,MDM2,red,4
894,LRFN5,red,4
895,APH1B,red,4
896,LIFR,red,4
897,RNF7,red,4
898,CAV2,red,4
899,CMPK2,red,4
900,ITGAV,red,4
901,NDST1,red,4
902,UFM1,red,4
903,UBR3,red,4
904,KCNH7,red,4
905,RIMS3,red,4
906,ABTB2,red,4
907,CDC42SE1,red,4
908,CACNA2D1,red,4
909,MEGF10,red,4
910,NECAP1,red,4
911,SRGAP1,red,4
912,ANKRD50,red,4
913,CDKN2B,red,4
914,PRRG1,red,4
915,BSN,red,4
916,ADAMTSL3,red,4
917,GAP43,red,4
918,SUSD1,red,4
919,SPRY1,red,4
920,TMEM170B,red,4
921,NRK,red,4
922,BCL11A,red,4
923,ATAD1,red,4
924,LEMD3,red,4
925,RBMS3,red,4
926,LANCL3,red,4
927,TGFBR2,red,4
928,NABP1,red,4
929,ZRANB1,red,4
930,BMPR2,red,4
931,TACC1,red,4
932,SLC25A12,red,4
933,PPCS,red,4
934,BNC2,red,4
935,SH3D19,red,4
936,TGFB2,red,4
937,TES,red,4
938,CPEB3,red,4
939,MFSD6,red,4
940,ACTR10,red,4
941,PDE12,red,4
942,EPB41L2,red,4
943,ARHGAP20,red,4
944,ZMAT3,red,4
945,TCF7L2,red,4
946,JAK2,red,4
947,XKR4,red,4
948,CD83,red,4
949,TMEM132A,red,4
950,DSTYK,red,4
951,SYNJ2BP,red,4
952,GDNF,red,4
953,FLRT2,red,4
954,SLC25A16,red,4
955,WDFY3,red,4
956,TFPI2,red,4
957,RNF19A,red,4
958,TGFA,red,4
959,RDH10,red,4
960,ACVR2A,red,4
961,ZNF697,red,4
962,EDA2R,red,4
963,GPR137B,red,4
964,CAMK1D,red,4
965,MAP4,red,4
966,CHKA,red,4
967,DRD1,red,4
968,GOLGA8B,red,4
969,MON1B,red,4
970,FAM160B1,red,4
971,PCDH1,red,4
972,RRAGD,red,4
973,LMO2,red,4
974,TAOK3,red,4
975,GPR158,red,4
976,ALPK1,red,4
977,ARCN1,red,4
978,AP1G1,red,4
979,SH3PXD2A,red,4
980,PSMD12,red,4
981,OGFRL1,red,4
982,TLR6,red,4
983,ELF1,red,4
984,RNF141,red,4
985,SPRED1,red,4
986,HIVEP3,red,4
987,MAX,red,4
988,REEP1,red,4
989,SLC7A14,red,4
990,MYO5A,red,4
991,ZNF33A,red,4
992,HSPA12A,red,4
993,GRAMD4,red,4
994,PXDN,tan,5
995,NTNG1,tan,5
996,SMIM14,tan,5
997,SEC63,tan,5
998,MMP24,tan,5
999,NPAS2,tan,5
1000,TRPA1,tan,5
1001,PLSCR4,tan,5
1002,TLL2,tan,5
1003,RASA2,tan,5
1004,SORT1,tan,5
1005,LHX8,tan,5
1006,C3orf70,tan,5
1007,GNAQ,tan,5
1008,NKIRAS1,tan,5
1009,KPNA5,tan,5
1010,NLK,tan,5
1011,GINM1,tan,5
1012,SGK3,tan,5
1013,SNX3,tan,5
1014,PCGF5,tan,5
1015,OTUD7B,tan,5
1016,NT5E,tan,5
1017,PMEPA1,tan,5
1018,BNIP3L,tan,5
1019,TRIM2,tan,5
1020,LRRC8B,tan,5
1021,RAB38,tan,5
1022,IMPAD1,tan,5
1023,PDE8A,tan,5
1024,UBE2Q2,tan,5
1025,SCN2A,tan,5
1026,FNDC3B,tan,5
1027,MFAP3L,tan,5
1028,WDR37,tan,5
1029,PLXDC2,tan,5
1030,ITGAV,tan,5
1031,GNS,tan,5
1032,TSC1,tan,5
1033,DKK3,tan,5
1034,PDE4DIP,tan,5
1035,PRKAA1,tan,5
1036,RAB27B,tan,5
1037,RAB5B,tan,5
1038,SAMD4A,tan,5
1039,CASC4,tan,5
1040,CYBRD1,tan,5
1041,MOB4,tan,5
1042,SOCS3,tan,5
1043,PTGER4,tan,5
1044,ERGIC2,tan,5
1045,PITPNC1,tan,5
1046,NFIA,tan,5
1047,ADAMTSL5,tan,5
1048,AKAP11,tan,5
1049,NCOA7,tan,5
1050,SLC46A3,tan,5
1051,SLC9A6,tan,5
1052,UBE2W,tan,5
1053,COQ10B,tan,5
1054,LIMA1,tan,5
1055,PRRG4,tan,5
1056,ESRP1,tan,5
1057,PPARA,tan,5
1058,ETV5,tan,5
1059,TUSC2,tan,5
1060,KLF9,tan,5
1061,PLXNC1,tan,5
1062,STRIP1,tan,5
1063,NXPE3,tan,5
1064,CXCL12,tan,5
1065,RUNX2,tan,5
1066,RAI2,tan,5
1067,SLIT2,tan,5
1068,SRGAP1,tan,5
1069,EMC7,tan,5
1070,LRRD1,tan,5
1071,SNX17,tan,5
1072,FAM114A1,tan,5
1073,CD164,tan,5
1074,ANKRD50,tan,5
1075,PLEKHA3,tan,5
1076,SLC35F1,tan,5
1077,ATG2B,tan,5
1078,IGSF3,tan,5
1079,PHACTR2,tan,5
1080,ABCA1,tan,5
1081,YPEL2,tan,5
1082,MKRN1,tan,5
1083,LGALSL,tan,5
1084,ZER1,tan,5
1085,ITSN2,tan,5
1086,SECISBP2L,tan,5
1087,ZNF506,tan,5
1088,CADM2,tan,5
1089,TBC1D25,tan,5
1090,ADD3,tan,5
1091,ANKIB1,tan,5
1092,RNF125,tan,5
1093,TANC1,tan,5
1094,POSTN,tan,5
1095,ITGA1,tan,5
1096,TMCC1,tan,5
1097,ROCK2,tan,5
1098,UNKL,tan,5
1099,RBMS3,tan,5
1100,C20orf194,tan,5
1101,DOCK10,tan,5
1102,BCL3,tan,5
1103,ATP1B1,tan,5
1104,AGFG1,tan,5
1105,PRICKLE2,tan,5
1106,FNIP1,tan,5
1107,RIMKLA,tan,5
1108,IRF2,tan,5
1109,ARAP2,tan,5
1110,RUNX1,tan,5
1111,FGL2,tan,5
